105,-1003,107
94,-1000,86
104,-983,105
115,-973,118
101,-992,98
109,-996,95
99,-985,97
110,-988,117
112,-991,101
119,-985,65
123,-980,102
109,-985,93
94,-996,81
105,-990,89
120,-979,101
122,-987,82
120,-996,87
112,-987,96
112,-996,83
124,-985,106
110,-985,111
116,-1004,97
119,-993,80
126,-982,106
114,-999,89
115,-1008,76
109,-991,92
153,-637,97
114,-989,85
112,-998,71
131,-993,64
118,-994,108
97,-1012,81
110,-1010,80
131,-989,78
143,-989,91
129,-999,80
118,-1013,104
126,-1004,72
134,-999,105
151,-994,84
144,-1002,105
131,-1017,80
145,-1010,72
153,-988,108
150,-999,105
146,-1023,63
148,-1009,76
149,-982,96
151,-1006,88
144,-1024,81
147,-996,68
147,-1002,78
149,-1006,67
138,-1011,71
125,-1018,78
118,-1014,73
130,-994,91
128,-1005,63
145,-1015,70
-104,69,-87
122,-1001,88
114,-1017,95
105,-1019,83
125,-1003,94
133,-999,110
128,-1011,82
123,-1024,126
114,-1010,95
133,-1013,93
140,-1002,102
139,-1001,93
125,-1014,108
124,-1009,88
133,-1003,117
136,-1006,92
140,-1009,84
136,-1003,93
142,-1010,83
144,-1007,73
139,-1003,97
127,-1010,113
115,-1019,69
131,-1010,90
137,-990,88
122,-1011,108
117,-1029,89
114,-1012,113
119,-1007,109
126,-1017,84
128,-1001,106
111,-1006,120
106,-1040,92
53,1552,-122
131,-1017,64
141,-979,111
130,-1011,105
109,-1042,86
105,-1007,102
124,-996,107
138,-1017,113
137,-1005,85
130,-1007,117
130,-1018,107
127,-1009,109
133,-1005,135
127,-1023,123
127,-1020,122
117,-1000,111
136,-1001,130
123,-1014,134
114,-1012,115
124,-1012,118
133,-1000,89
145,-992,110
128,-1004,119
110,-1025,108
117,-1010,98
140,-986,122
143,-989,105
132,-1008,84
120,-1001,121
105,-1001,140
132,-1008,84
113,-1007,99
137,-998,113
147,-979,102
-60,112,-166
129,-992,128
108,-1006,127
106,-1000,119
134,-984,118
139,-974,131
125,-987,125
109,-1006,101
111,-986,116
131,-975,137
123,-985,111
128,-985,103
114,-979,121
121,-979,97
125,-984,116
110,-983,120
105,-989,117
107,-981,111
112,-962,93
113,-975,137
95,-990,107
92,-986,125
99,-981,112
114,-972,121
108,-970,103
101,-983,144
85,-989,112
101,-988,137
117,-962,106
129,-967,116
113,-986,123
96,-992,94
109,-985,118
87,294,-144
120,-969,109
130,-975,104
135,-979,87
124,-971,75
119,-976,98
115,-985,81
123,-983,106
121,-992,83
141,-987,59
146,-959,81
135,-984,88
107,-1009,85
109,-994,73
130,-972,107
127,-975,79
131,-990,86
110,-989,89
100,-1002,113
103,-1000,90
127,-986,96
129,-986,113
120,-999,91
113,-1000,99
115,-984,121
117,-993,111
129,-1002,73
142,-988,111
129,-987,90
131,-1009,99
130,-994,78
136,-984,106
127,-1001,88
91,-914,-163
140,-1004,85
137,-994,102
153,-998,79
146,-1002,100
134,-1003,93
127,-1011,82
137,-1005,67
141,-987,83
126,-1002,92
119,-1030,95
107,-1014,67
133,-1003,78
143,-990,74
130,-1011,79
105,-1029,98
101,-1022,64
119,-1011,109
139,-1001,72
134,-1007,89
109,-1035,76
109,-1027,107
109,-1011,92
123,-1026,100
128,-1014,68
130,-1009,100
117,-1021,102
103,-1036,72
127,-1015,96
131,-1000,97
131,-1027,104
122,-1029,71
133,-1005,104
-54,-862,-166
133,-1023,103
137,-1027,102
133,-1017,99
134,-1029,67
155,-1017,80
141,-1007,81
118,-1034,95
102,-1045,56
121,-1008,69
132,-999,69
132,-1021,54
106,-1026,67
90,-1026,89
96,-1031,78
118,-1011,76
135,-1007,96
110,-1025,91
104,-1038,78
96,-1016,138
100,-1018,113
124,-1025,106
126,-1002,127
118,-1008,126
107,-1031,135
110,-1025,101
136,-996,135
133,-1004,129
121,-1025,129
123,-1007,94
142,-1004,120
144,-996,95
134,-994,141
-70,1617,-226
105,-1021,104
119,-1013,46
144,-971,118
133,-977,108
110,-1032,78
112,-1014,70
120,-961,116
111,-996,117
95,-1030,91
91,-994,99
110,-986,129
105,-993,112
102,-986,122
85,-1002,126
87,-1012,100
96,-978,148
88,-985,127
106,-1000,119
105,-982,105
121,-966,149
100,-997,126
110,-1009,100
126,-961,122
135,-972,124
115,-1001,122
116,-992,105
135,-970,119
134,-964,125
133,-987,118
113,-984,113
127,-976,102
132,-964,139
78,-493,-94
134,-970,115
132,-964,139
122,-990,108
121,-983,119
113,-969,122
115,-978,92
118,-978,115
104,-972,102
110,-984,88
107,-979,101
109,-974,89
108,-976,91
105,-983,100
97,-978,80
111,-971,63
125,-953,100
119,-967,109
90,-996,105
106,-983,74
130,-951,112
135,-959,136
120,-984,113
116,-993,102
134,-958,131
137,-945,152
128,-982,124
126,-986,103
138,-959,141
139,-956,149
140,-985,104
145,-975,96
145,-955,114
130,-982,107
53,365,-59
115,-982,72
129,-970,84
128,-977,80
123,-971,84
113,-973,75
119,-987,67
124,-981,80
121,-967,53
117,-981,115
104,-999,65
120,-993,91
131,-968,75
137,-983,134
108,-1009,68
129,-999,98
142,-973,107
141,-987,99
144,-1003,91
143,-992,98
143,-983,99
149,-995,109
146,-995,66
158,-997,89
151,-997,94
144,-1002,94
143,-999,85
149,-1004,83
148,-997,75
142,-1003,95
124,-1011,96
130,-1022,74
137,-1008,78
150,-161,-91
143,-993,104
118,-1023,91
110,-1041,58
113,-1015,97
123,-1001,88
122,-1037,96
119,-1031,98
112,-1023,68
137,-1027,90
133,-1014,96
125,-1031,82
128,-1043,55
147,-1012,100
141,-1010,87
143,-1042,66
149,-1034,74
139,-1017,67
151,-1020,85
137,-1026,79
152,-1029,84
143,-1024,96
152,-1027,72
152,-1023,106
149,-1026,91
131,-1035,109
118,-1032,107
128,-1030,118
122,-1024,107
129,-1025,117
112,-1022,125
106,-1038,112
104,-1035,124
41,-502,3
107,-1023,115
114,-1020,116
112,-1040,121
104,-1025,99
106,-1022,116
112,-1026,92
120,-1021,109
116,-1015,91
116,-1026,104
116,-1015,89
129,-1006,93
131,-1015,95
123,-1019,98
129,-1011,109
135,-1008,97
149,-1009,106
138,-995,111
128,-1005,94
125,-1017,113
128,-999,110
136,-998,113
136,-1003,114
125,-1003,125
113,-1006,119
116,-1006,100
123,-992,125
126,-991,108
110,-1004,141
87,-1005,106
105,-987,136
113,-989,118
112,-990,119
-85,571,-34
107,-991,122
101,-990,125
101,-994,118
114,-977,102
124,-974,145
107,-986,130
105,-993,88
130,-966,112
130,-962,116
130,-988,118
114,-990,102
127,-971,121
134,-961,119
133,-967,93
135,-966,123
120,-974,113
119,-973,116
127,-956,108
135,-957,122
118,-972,128
110,-976,114
109,-960,120
118,-956,128
120,-970,113
112,-960,116
104,-964,135
102,-968,119
116,-966,111
124,-946,138
117,-962,125
106,-982,116
113,-953,118
69,577,-106
123,-952,148
121,-974,104
122,-965,125
116,-954,118
119,-970,145
119,-973,99
116,-954,118
131,-959,141
123,-968,104
119,-973,121
119,-969,109
133,-970,93
128,-965,115
110,-974,109
108,-980,102
112,-981,95
126,-962,84
136,-967,93
118,-984,124
92,-993,82
113,-992,98
134,-954,99
123,-976,103
111,-1012,89
105,-979,99
108,-970,129
121,-995,98
142,-987,88
131,-979,111
121,-1000,116
107,-1000,93
130,-988,116
130,-988,124
-73,-508,-65
125,-1003,104
125,-999,107
138,-985,84
133,-998,144
117,-1013,69
126,-1010,140
125,-999,75
149,-991,106
129,-996,102
126,-1013,90
114,-1017,101
119,-1010,87
131,-992,102
132,-1016,82
125,-1018,111
114,-1017,81
118,-1020,125
120,-1020,89
128,-1015,94
130,-1015,103
120,-1022,97
112,-1024,112
116,-1030,94
117,-1022,128
112,-1030,86
129,-1016,85
126,-1017,99
123,-1028,109
106,-1039,81
122,-1034,113
120,-1012,94
125,-1026,76
168,1017,63
116,-1025,88
119,-1021,82
98,-1038,126
97,-1035,76
119,-1019,95
120,-1011,102
114,-1024,100
93,-1045,110
98,-1035,91
109,-1016,108
123,-1027,98
116,-1027,116
98,-1028,99
89,-1045,105
106,-1016,90
111,-1013,138
108,-1028,68
107,-1026,91
106,-1003,97
104,-1020,97
99,-1041,92
103,-1019,79
110,-1005,84
116,-1016,86
112,-1008,79
104,-1016,88
98,-1020,102
102,-1009,86
111,-1001,108
114,-1007,90
101,-1005,118
86,-1013,97
10,694,123
112,-1000,114
102,-997,119
116,-999,99
106,-999,125
103,-1001,130
103,-1002,125
113,-997,107
128,-989,121
124,-989,134
110,-1005,116
105,-992,111
122,-982,117
135,-976,118
134,-989,101
118,-995,116
118,-988,101
117,-991,115
122,-981,100
126,-976,104
127,-983,117
116,-991,109
123,-985,113
128,-977,122
132,-978,109
120,-978,116
120,-985,91
129,-979,123
123,-970,122
128,-980,109
124,-979,98
131,-966,96
131,-963,105
-17,641,-31
116,-985,122
113,-982,91
133,-965,114
139,-961,111
131,-970,77
129,-977,110
120,-968,113
109,-975,121
120,-971,90
142,-947,123
132,-960,119
115,-981,119
109,-965,101
121,-954,144
122,-968,130
125,-963,109
127,-957,116
121,-961,133
112,-976,130
109,-979,114
125,-961,101
127,-963,101
130,-960,101
108,-973,103
110,-983,105
111,-963,105
128,-961,88
138,-968,79
125,-972,99
118,-977,91
113,-985,111
127,-970,76
143,352,12
145,-963,93
144,-966,97
117,-990,90
118,-1000,96
128,-973,87
143,-968,121
142,-984,91
132,-987,81
130,-984,112
127,-990,121
131,-994,89
130,-984,112
150,-987,102
154,-981,114
137,-997,78
133,-1004,107
126,-994,93
129,-1003,95
139,-994,94
135,-993,97
142,-1009,75
141,-1003,71
138,-993,121
117,-1023,89
132,-1017,83
142,-998,64
152,-991,86
135,-1011,70
111,-1033,111
106,-1024,102
130,-1015,74
155,-999,84
140,-997,71
-26,39,85
113,-1031,104
82,-1048,85
115,-1021,80
144,-992,107
146,-1012,77
121,-1028,90
111,-1038,78
118,-1021,94
130,-1021,107
132,-1021,91
124,-1025,74
122,-1029,79
126,-1012,97
124,-1031,95
128,-1042,78
123,-1016,106
121,-1015,74
133,-1033,85
127,-1014,89
122,-1022,113
107,-1048,89
123,-1032,77
132,-1006,103
129,-1027,86
105,-1045,105
94,-1031,80
109,-1031,104
122,-1021,76
116,-1011,99
104,-1033,80
99,-1043,101
93,-1030,104
143,472,63
113,-1021,91
129,-1024,83
120,-1023,96
95,-1025,103
100,-1047,93
105,-1023,113
127,-1011,83
137,-1019,107
123,-1025,80
125,-1022,128
110,-1026,106
131,-1026,138
130,-1009,109
149,-1017,108
151,-1008,93
145,-1017,118
135,-1015,135
129,-1031,107
152,-1015,133
156,-989,84
167,-1004,104
137,-1013,111
121,-1018,112
128,-1021,120
153,-1003,96
168,-985,113
149,-1010,81
138,-1024,137
108,-1017,108
138,-1009,105
152,-987,121
152,-991,121
-17,-1019,69
122,-1011,102
114,-1015,91
124,-981,134
127,-982,127
128,-1006,116
132,-991,98
140,-973,109
135,-984,118
125,-989,123
123,-991,117
139,-986,116
141,-969,109
147,-966,108
128,-983,141
112,-997,108
127,-971,116
141,-947,123
138,-974,121
121,-979,112
108,-978,143
116,-971,134
131,-972,110
139,-958,152
130,-963,121
112,-986,120
114,-969,110
123,-954,118
116,-976,129
112,-969,108
113,-958,103
125,-968,105
124,-955,99
-197,-1151,82
113,-966,105
109,-986,101
117,-965,83
130,-952,117
127,-966,80
117,-980,90
111,-968,125
95,-969,112
112,-979,86
139,-958,105
136,-951,120
104,-993,115
108,-988,97
125,-967,116
139,-968,117
137,-977,106
119,-978,118
122,-982,108
132,-976,112
140,-976,106
132,-973,112
123,-998,115
113,-996,103
124,-974,79
142,-977,110
141,-981,88
115,-1000,107
105,-1001,83
119,-991,103
118,-989,116
116,-996,99
114,-1004,101
270,140,201
113,-1007,103
111,-996,100
119,-1022,98
116,-1011,102
111,-1002,96
117,-1016,93
119,-1008,61
119,-993,115
108,-1030,86
109,-1032,67
120,-1002,78
134,-994,88
124,-1025,87
108,-1030,61
113,-1009,83
126,-1016,88
108,-1030,61
-150,-1363,-195
120,-987,112
94,-788,76
122,-981,116
125,-996,91
141,-994,97
147,-979,82
149,-983,111
119,-997,110
116,-1010,81
137,-984,82
147,-966,85
136,-978,99
109,-1007,74
105,-1004,97
121,-975,100
134,-986,99
135,-992,95
118,-986,103
116,-994,109
122,-978,105
135,-987,125
125,-992,102
126,-989,84
134,-980,107
139,-975,77
132,-994,141
125,-1001,81
146,-982,93
168,-964,90
166,-969,103
138,-1001,100
128,-1004,91
-3997,3768,-1384
154,-978,119
176,-969,118
170,-983,85
153,-990,86
136,-988,114
138,-985,86
145,-983,98
155,-977,86
139,-977,99
122,-997,100
121,-994,76
140,-982,95
145,-986,83
132,-977,86
114,-998,89
118,-996,76
128,-977,93
127,-978,102
127,-993,71
125,-990,82
134,-975,91
136,-981,99
136,-992,104
129,-988,102
139,-989,98
146,-983,96
150,-979,100
136,-989,121
124,-1004,107
130,-989,110
145,-980,92
154,-974,87
1610,-3083,-1998
132,-987,103
114,-1005,100
106,-1001,100
132,-983,76
149,-970,99
137,-984,71
108,-1009,98
93,-1010,90
114,-996,89
127,-983,91
129,-991,106
103,-1012,92
104,-1009,80
113,-993,106
120,-999,112
111,-1013,88
113,-1017,98
112,-1004,112
119,-1005,96
128,-1011,106
122,-1010,123
109,-1008,97
112,-1025,96
134,-999,115
128,-1013,107
130,-1026,101
120,-1012,95
127,-1008,117
120,-1028,102
120,-1028,93
117,-1017,101
118,-1022,90
-340,1060,-3997
127,-1021,88
117,-1015,90
111,-1021,100
95,-1037,88
104,-1021,94
105,-1019,98
110,-1035,86
110,-1030,94
102,-1028,113
92,-1030,115
103,-1038,80
118,-1009,114
111,-1013,115
98,-1041,123
98,-1033,93
116,-1007,122
125,-1020,132
114,-1025,113
109,-1026,103
115,-1013,123
119,-1019,129
116,-1019,117
128,-1017,107
114,-1020,131
110,-1009,108
108,-1011,99
109,-1018,113
109,-1009,114
97,-1016,119
109,-1015,102
116,-997,119
104,-1000,121
-284,69,-1998
94,-1014,125
96,-1016,116
109,-998,101
122,-997,143
106,-1005,140
96,-1021,116
109,-1008,127
124,-984,130
128,-983,120
123,-1008,137
101,-1009,120
111,-994,111
140,-982,128
146,-988,113
131,-999,106
120,-1004,76
137,-974,124
133,-978,93
145,-998,110
125,-986,106
128,-988,113
123,-984,100
136,-988,105
138,-978,116
124,-987,122
111,-994,143
116,-991,105
138,-973,133
131,-977,111
